,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
20287,2021-08-10 01:13:28.000000,00737530060128,00737530060128,SCH TASMA IPA 4-6-12 CAN,00737530060128,SCHLAFLY SPECIAL RELEASE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
20335,2021-08-10 01:30:59.000000,00082000778219,00082000723851,SM ICE 4/6/12 BT,00082000723851,SMIRNOFF ICE MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
20382,2021-08-10 01:10:01.000000,,085200618743,S HOME CHARD 24C PET - CS24-187ML,00085200618743,SUTTER HOME CHARDONNAY 187 ML,NEED TO INSPECT
20420,2021-08-10 01:27:48.000000,00856655003282,00856655003282,DB VAR HOP PAK 2/12 LNNR 12OZ,00856655003282,VARIETY 12-12OZ GLASS BOTTLES,NEED TO INSPECT
20449,2021-08-10 01:29:20.000000,00082000778363,00082000729020,SM FLAVORS 12/24LN GRAPPL,00082000729020,SMIRNOFF ICE GREEN APPLE BITE MALT BEVERAGE 1 CT 24 OZ LONG NECK BOTTLE 24 OZ,NEED TO INSPECT
20450,2021-08-10 01:29:20.000000,00082000778363,00082000729020,SM FLAVORS 12/24LN GRAPPL,00082000778363,SMIRNOFF GREEN APPLE 12/24OZ BOTTLES,NEED TO INSPECT
20506,2021-08-10 01:05:42.000000,,00859088003669,BR SANGRIA 24/12 4/6 NR,00859088003669,BOLD ROCK/(HARD CIDER) SEASONAL,NEED TO INSPECT
20528,2021-08-10 01:06:06.000000,00078000053166,00078000053166,A&W C 12PK 2/12ZERO ROOTB,00078000053166,A&W DIET ROOT BEER SODA 24/12OZ CANS,NEED TO INSPECT
20555,2021-08-10 01:48:03.000000,00857641002890,00857641002890,24/187 BUZZBALLZ CHOCO          CHOC,00857641002890,BUZZBALLZ CHILLERS CHOCOCHILLER 187ML,NEED TO INSPECT
20570,2021-08-10 01:57:40.000000,851291006437,851291006437,TRIMTAB HONEY GRANOLA & VANILLA 6/4/16 OZ. CANS,00851291006437,GALLERY RESERVE SERIES TRIMTAB BREWING -,NEED TO INSPECT
20599,2021-08-10 01:41:47.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
20621,2021-08-10 01:41:52.000000,85606500204,85606500204,DEEP EDDY VODKA  LT,00856065002042,DE SPIRITS LLC 1L BOTTLE - DEV,NEED TO INSPECT
20630,2021-08-10 01:51:51.000000,00071439340302,00071439340302,R ROCK        30/12 DSTK,00071439340302,ROLLING ROCK EXTRA PALE BEER 30 CT 12 OZ CAN IN BOX 360 OZ,NEED TO INSPECT
20639,2021-08-10 01:52:13.000000,810028200562,810028200562,KAR HORSESHOE PILS 4/6 12OZ CN,00810028200562,SOUTHERN SMOKE 6PK CANS,NEED TO INSPECT
20705,2021-08-10 01:27:50.000000,850598008564,850598008564,KAR CRAWFORD BOCK 4/6 CN 12OZ,00850598008564,ASTROS BEER PROJECT 6PK,NEED TO INSPECT
20712,2021-08-10 01:03:15.000000,080686507208,080686507208,OLD CROW STRAIGHT BOURBON 80 1L,00080686507208,CRO BBN 3YR 1000X12 40% US GLS 7D,NEED TO INSPECT
20739,2021-08-10 01:22:39.000000,00852510004500,00852510004500,3 SHEEPS BON BON 4/6,00852510004500,SEASONAL RELEASE-6 RELEASE,NEED TO INSPECT
20775,2021-08-10 01:22:42.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
20787,2021-08-10 01:30:12.000000,082000762003,082000762003,4/6/11.2NR SMIRNOFF ICE HURRICANE PUNCH,00082000762003,SMIRNOFF ICE PEACH BELLINI MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
20789,2021-08-10 01:01:03.000000,635985500056,635985548904,MIKES WHT CLAW VAR 2/12/12 CN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
20790,2021-08-10 01:01:03.000000,635985500056,635985548904,MIKES WHT CLAW VAR 2/12/12 CN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
20800,2021-08-10 01:06:40.000000,080660956251,00088474018202,750    SCHMITT SOHNE 19 RIESLING BLU,00080660956251,CORONA LIGHT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
20821,2021-08-10 01:02:02.000000,,00819942001828,OSKAR BLUES BLISS RES 4/6,00819942001828,CAN-O-BLISS RESINOUS 6-PACK CARTON,NEED TO INSPECT
20911,2021-08-10 01:28:56.000000,070310014837,070310014837,SEAG SPKD JMH 12/23.5 CN,00070310014837,SEAGRAMS ESCAPES SPIKED JAMAICAN ME HAPPY MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,NEED TO INSPECT
20926,2021-08-10 01:28:30.000000,00602755002003,00602755001990,FSW           LUPONIC 4/6C%,00602755001990,FIRESTONE WALKER LUPONIC DISTORTION IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
20927,2021-08-10 01:28:30.000000,00602755002003,00602755001990,FSW           LUPONIC 4/6C%,00602755002003,FIRESTONE WALKER 21 ANNIVERSARY ALE BEER 12 CT 12 OZ LONG NECK BOTTLE 144 OZ,NEED TO INSPECT
20934,2021-08-10 01:36:13.000000,602755006261,060275500626,FW 805 4/6/12BT,00602755006261,FIRESTONE WALKER 805 BLONDE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
20941,2021-08-10 01:02:41.000000,00737530212008,00737530120143,SCH STOU BOUT 2-12-12 BTL,00737530120143,SCHLAFLY SAMPLER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
20942,2021-08-10 01:02:41.000000,00737530212008,00737530120143,SCH STOU BOUT 2-12-12 BTL,00737530212008,SCHLAFLY BREWING VARIETY 2/12/12OZ BOTTLE,NEED TO INSPECT
21036,2021-08-10 01:41:31.000000,00087692752134,00087692752318,TT 1/2 N 1/2 CAN 12/24,00087692752134,TWISTED TEA TRAY 24OZ CAN TWISTED TEA HALF & HALF,NEED TO INSPECT
21037,2021-08-10 01:41:31.000000,00087692752134,00087692752318,TT 1/2 N 1/2 CAN 12/24,00087692752318,TWISTED TEA CAN 24OZ TWISTED TEA HALF & HALF,NEED TO INSPECT
21058,2021-08-10 01:51:46.000000,07199017037,07199017037,2/12/12NR COORS STUBBY BOTTLE,00071990170370,COORS BEER 12 CT 12 OZ SHORTNECK BTTL IN BX 144 OZ,NEED TO INSPECT
21105,2021-08-10 01:01:02.000000,635985500056,635985548904,MIKES WHT CLAW VAR 2/12/12 CN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
21106,2021-08-10 01:01:02.000000,635985500056,635985548904,MIKES WHT CLAW VAR 2/12/12 CN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
21143,2021-08-10 01:28:26.000000,018200283925,018200200595,M ULT 24/16 ALNR 2/12,00018200200595,MICHELOB ULTRA BEER 12 CT 16 OZ ALUMINUM BOTTL IN BX 192 OZ,NEED TO INSPECT
21146,2021-08-10 01:36:49.000000,00850000120105,00850000120105,BRS CUCUMBER 4/6 CAN 12OZ   BRS CUCU,00850000120105,BOLD ROCK / (HARD SELTZER) CUCUMBER MELON,NEED TO INSPECT
21164,2021-08-10 01:32:52.000000,00866419000082,00866419000082,CPRTL UNHOLY T C24 12OZ 6P,00866419000082,UNHOLY TRIPPEL - 6PK CASE BELGO-AMERICAN STYLE,NEED TO INSPECT
21165,2021-08-10 01:22:56.000000,00723830014060,00723830014060,LAG L SUMPN C24 12OZ 6P,00723830014060,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
21170,2021-08-10 01:36:54.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
21171,2021-08-10 01:36:54.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
21173,2021-08-10 01:28:50.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
21178,2021-08-10 01:28:49.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
21187,2021-08-10 01:16:49.000000,814891020487,814891020487,OLD NATION BOSS TWEED 6/4C/16OZ,00814891020487,BOSS TWEED DOUBLE IPA OLD NATION,NEED TO INSPECT
21318,2021-08-10 01:02:56.000000,052000328660,,20OZ PL WM GAT FT PNCH 1/24,00052000328660,GATORADE THIRST QUENCHER FRUIT PUNCH 20 FLUID OUNCE PLASTIC BOTTLE,NEED TO INSPECT
21334,2021-08-10 01:01:38.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
21410,2021-08-10 01:32:21.000000,012000005596,,20OZ PL PEPSI WCHE 1/24,00012000005596,PEPSI WILD CHERRY COLA 24/20OZ PET,NEED TO INSPECT
21416,2021-08-10 01:02:06.000000,052000328660,,20OZ PL WM GAT FT PNCH 1/24,00052000328660,GATORADE THIRST QUENCHER FRUIT PUNCH 20 FLUID OUNCE PLASTIC BOTTLE,NEED TO INSPECT
21451,2021-08-10 01:19:56.000000,786162080325,,32Z PT 15LS_VW NRG,00786162080325,GLACEAU VITAMIN WATER ENERGY-KO 15/32OZ PET,NEED TO INSPECT
21519,2021-08-10 01:13:57.000000,00863408000122,00863408000122,SUNRIVER C 4/6/12 VCMOS,00863408000122,VICIOUS MOSQUITO IPA 12OZ CAN,NEED TO INSPECT
21561,2021-08-10 01:13:19.000000,818094005807,197261,16OZ CN RKSTR PRZR SLVIC 1/12,00818094005807,ROCKSTAR ENERGY PURE ZERO SILVER 12/16OZ CAN,NEED TO INSPECT
21562,2021-08-10 01:13:59.000000,012000002243,,20OZ PL MDEW CD RD 1/24,00012000002243,MOUNTAIN DEW CODE RED SODA 24/20OZ PET,NEED TO INSPECT
21567,2021-08-10 01:13:20.000000,818094005746,197259,16OZ CN RKSTR PNCHD 1/12,00818094005746,ROCKSTAR ENERGY PUNCHED 12/16OZ CAN,NEED TO INSPECT
21667,2021-08-10 01:27:36.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
21682,2021-08-10 01:34:51.000000,085000023778,,WINKING OWL MOSCATO(ALDI) 750.000 ML,00085000023778,BURLWOOD CELLRS WHT ZINFANDEL 750 ML,NEED TO INSPECT
21701,2021-08-10 01:32:46.000000,754527000660,754527000660,NB-VD IPA 6PK BOTTLE,00754527000660,NEW BELGIUM VOODOO RANGER IPA 4/6/12OZ CANS,NEED TO INSPECT
21744,2021-08-10 01:03:41.000000,00860003205402,00860003205402,MAC & JACK C 4/6 AFRICAN,00860003205402,AFRICAN AMBER 12 OZ CAN / SIX PACK ALE,NEED TO INSPECT
21746,2021-08-10 01:08:51.000000,00078000029451,00078000029451,C DRY C 10PK 7.5 OZ GINGER,00078000029451,CANADA DRY GINGER ALE SODA 3/10/7.5OZ CANS,NEED TO INSPECT
21755,2021-08-10 01:28:52.000000,00723830212121,00723830212121,LAG IPA 2/12C,00723830212121,LAGUNITAS INDIA PALE ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
21759,2021-08-10 01:23:23.000000,10051000138047,10051000138047,V8 ORIGINAL 12/12NR,10051000138047,CAMPBELLS V-8 VEGETABLE JUICE 12/12OZ PET,NEED TO INSPECT
21767,2021-08-10 01:01:05.000000,786150000021,078615000001,SAR 4/6/11.2N,00786150000021,STELLA ARTOIS LAGER 24 PACK 11 OZ BOTTLE,NEED TO INSPECT
21780,2021-08-10 01:42:01.000000,722160222541,00722160222541,OD INDIA PALE 4/6/12CAN,00722160222541,ODELL IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
21857,2021-08-10 01:45:27.000000,786162150004,,20Z PT 12LS_VW XXX,00786162150004,GLACEAU VITAMINWATER XXX 12/20OZ PET,NEED TO INSPECT
21867,2021-08-10 01:56:01.000000,10860918000137,00860918000130,BULL CITY ORNG YOU 4/6B,10860918000137,ORANGE YOU A HIPPIE OYAH 4/6/12 CASE,NEED TO INSPECT
21870,2021-08-10 01:54:42.000000,08600378021,08600378021,MOND CAB BBN BRL AGED PVT SEL,00086003780217,R MNDVI PVT SEL CABERNET SAUV 750 ML,NEED TO INSPECT
21936,2021-08-10 01:47:09.000000,00028000743758,00028000328375,NESQUIK CINN TC 12/14,00028000328375,NESTLE CINNAMON TOAST CRUNCH FLAVORED MILK 12/14OZ PET,NEED TO INSPECT
22007,2021-08-10 01:32:36.000000,635985800071,635985800064,MIKES WHT CLAW FLV#2 VAR2/12C,00635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
22008,2021-08-10 01:32:36.000000,635985800071,635985800064,MIKES WHT CLAW FLV#2 VAR2/12C,00635985800071,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
22366,2021-08-10 01:55:41.000000,00855623002241,00855623002241,IHORSE        PB DEATH 4/6%C,00855623002241,DEATHSERIES 12OZ CANS IHB DEATH SERIES,NEED TO INSPECT
22370,2021-08-10 01:57:23.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
22449,2021-08-10 01:09:15.000000,85606500204,85606500204,DEEP EDDY VODKA  LT,00856065002042,DE SPIRITS LLC 1L BOTTLE - DEV,NEED TO INSPECT
22450,2021-08-10 01:08:45.000000,00737530240049,00737530060043,SCH COFFEE STO 4-6-12 BTL,00737530240049,SCHLAFLY RASPBERRY RASPBERRY HEFE 4/6/12OZ BOTTLE,NEED TO INSPECT
22451,2021-08-10 01:08:45.000000,00737530240049,00737530060043,SCH COFFEE STO 4-6-12 BTL,00737530060043,SCHLAFLY SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
22491,2021-08-10 01:08:49.000000,00078000029451,00078000029451,C DRY C 10PK 7.5 OZ GINGER,00078000029451,CANADA DRY GINGER ALE SODA 3/10/7.5OZ CANS,NEED TO INSPECT
22493,2021-08-10 01:12:56.000000,00850003883212,00850003883212,BRONX 6/4C YERRRR,00850003883212,UP & COMER 16OZ. CAN,NEED TO INSPECT
22501,2021-08-10 01:19:53.000000,786162150004,,20Z PT 12LS_VW XXX,00786162150004,GLACEAU VITAMINWATER XXX 12/20OZ PET,NEED TO INSPECT
22509,2021-08-10 01:28:58.000000,00082000792277,00082000792260,SMI SPIK B ORA 24-16 CAN,00082000792260,SMIRNOFF SPIKED SELTZER BLOOD ORANGE MALT BEVERAGE 1 CT 16 OZ CAN 16 OZ,NEED TO INSPECT
22547,2021-08-10 01:34:11.000000,08600378021,08600378021,MOND CAB BBN BRL AGED PVT SEL,00086003780217,R MNDVI PVT SEL CABERNET SAUV 750 ML,NEED TO INSPECT
22548,2021-08-10 01:26:00.000000,080660957852,080660957852,NEGRA MODELO 12 OZ NR 4/6,00080660957852,MODELO NEGRA BEER 6 CT 12 OZ GLASS BOTTLE IN CRTN 72 OZ,NEED TO INSPECT
22569,2021-08-10 01:03:22.000000,00071990095338,00071990095321,BLUE BLND COFF LN 4/6/12,00071990095321,BLUE MOON SEASONAL COLLECTION BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
22570,2021-08-10 01:03:22.000000,00071990095338,00071990095321,BLUE BLND COFF LN 4/6/12,00071990095338,BLUE MOON SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
22573,2021-08-10 01:15:53.000000,00087692009924,00087692009917,SA TRULY LEMN MIX 2/12C,00087692009917,TRULY WRAP 12X12OZ SLIM CAN TRULY VARIETY PACK VP LEMONADE,NEED TO INSPECT
22574,2021-08-10 01:15:53.000000,00087692009924,00087692009917,SA TRULY LEMN MIX 2/12C,00087692009924,TRULY TRAY 2X12PK CANS TRULY VARIETY PACK VP LEMONADE,NEED TO INSPECT
22590,2021-08-10 01:07:15.000000,00083783228236,00083783228229,SN WANDERLAND B24 12OZ 6P,00083783228229,SIERRA NEVADA SEASONAL BEER 6 CT 12 OZ GLASS BOTTLE IN CRTN 72 OZ,NEED TO INSPECT
22621,2021-08-10 01:13:42.000000,00863408000191,00863408000191,SUNRIVER C 6/4/16 COCOA,00863408000191,COCOA COW CHOCOLATE MILK STOUT 16OZ CAN,NEED TO INSPECT
22647,2021-08-10 01:23:56.000000,034100572150,034100572150,LITE ON-PREM - 24PK LSE BTL,00034100572150,MILLER LITE BEER 24 CT 12 OZ LONG NECK BOTTLE 288 OZ,NEED TO INSPECT
22687,2021-08-10 01:20:17.000000,00858106001236,00858106001021,SH SS LOOKING 4/6 LNNR 12OZ,00858106001236,STARR HILL BREWING VARIETY 4/6/12OZ CAN,NEED TO INSPECT
22764,2021-08-10 01:38:32.000000,018200000430,018200219863,BUD LIGHT 25OZ CAN 5 X 3PK,00018200000430,NATURAL LIGHT BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
22771,2021-08-10 01:13:27.000000,00899539000458,00899539000458,TERPN PKG UP-HI IPA 4/6C,00899539000458,HI-5 CASE,NEED TO INSPECT
22797,2021-08-10 01:34:07.000000,018200286117,018200250149,RITAS LIME-A-RITA 25OZ CAN 1 X 12PK,00018200250149,BUD LIGHT LIME LIME A RITA MALT BEVERAGE 1 CT 25 OZ CAN 25 OZ,NEED TO INSPECT
22885,2021-08-10 01:11:28.000000,00070310700518,00080432802533,SEAG ST DAQRI 24/11.2OZ NR,00080432802533,SEAGRAMS ESCAPES STRAWBERRY DAIQUIRI MALT BEVERAGE 1 CT 11 OZ LONG NECK BOTTLE 11.2 OZ,NEED TO INSPECT
22911,2021-08-10 01:35:58.000000,085000012338,,BURLWOOD CLRS CAB SV PRV RSV(ALDI) 750.000 ML,00085000012338,PETER VELLA BURGUNDY 5 LTR+,NEED TO INSPECT
22973,2021-08-10 01:09:49.000000,00078000001853,00078000001853,A&W 8 OZ C 4/6/8 ROOTBE,00078000001853,A&W ROOT BEER SODA 4/6/8OZ CANS,NEED TO INSPECT
23017,2021-08-10 01:34:24.000000,00018200960314,00018200209932,RITA STRAW 2/12TT STRAWBE,00018200960314,BUD LIGHT LIME STRAW BER RITA MALT BEVERAGE 24 CT 8 OZ CAN IN BOX 192 OZ,NEED TO INSPECT
23018,2021-08-10 01:34:24.000000,00018200960314,00018200209932,RITA STRAW 2/12TT STRAWBE,00018200209932,BUD LIGHT LIME STRAW BER RITA MALT BEVERAGE 12 CT 8 OZ CAN IN BOX 96 OZ,NEED TO INSPECT
23033,2021-08-10 01:22:59.000000,00723830014060,00723830014060,LAG L SUMPN C24 12OZ 6P,00723830014060,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
23042,2021-08-10 01:27:41.000000,754527009946,754527009946,NB-VD DYNAMITE 6PK CAN,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
23080,2021-08-10 01:12:57.000000,00078000033328,00078000033328,C DRY C 2/12PK BOLD GINGERALE,00078000033328,CANADA DRY BOLD SODA 2/12/12OZ CANS,NEED TO INSPECT
23084,2021-08-10 01:38:24.000000,018200000430,018200219863,BUD LIGHT 25OZ CAN 5 X 3PK,00018200000430,NATURAL LIGHT BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
23110,2021-08-10 01:14:16.000000,00854025001081,00854025001074,LAZY MAG SOUTH 4/6 CANS 12OZ,00854025001081,SOUTHERN PECAN NUT BROWN ALE 6 PACK,NEED TO INSPECT
23125,2021-08-10 01:32:36.000000,635985100348,635985100331,MIKES WHT CLAW MANGO 2/12CN,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
23182,2021-08-10 01:29:35.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
23210,2021-08-10 01:39:11.000000,,018200189937,BL PLAT 6PK  LN,00018200189937,BUD LIGHT PLATINUM LAGER BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
23221,2021-08-10 01:20:56.000000,082000778264,082000757481,SM ICE SCRWDRVR 6NR,00082000757481,SMIRNOFF MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
23244,2021-08-10 01:37:15.000000,,088586601835,CSM CV CAB SAUV - CS12-750ML,00088586601835,CHATEAU STE MICHELLE CABERNET SAUVIGNON COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
23272,2021-08-10 01:39:15.000000,085200000593,085200000593,6/1.5L SUTTER HOME WHITE ZIN      A,00085200000593,STTR HM 40TH TR WHT ZINFANDEL 1.5 LTR,NEED TO INSPECT
23389,2021-08-10 01:39:00.000000,00854025001081,00854025001074,LAZY MAG SOUTH 4/6 CANS 12OZ,00854025001081,SOUTHERN PECAN NUT BROWN ALE 6 PACK,NEED TO INSPECT
23422,2021-08-10 01:36:09.000000,00018200283918,00018200200588,BL PLAT 3/8/16 CALNR,00018200200588,BUD LIGHT PLATINUM LAGER BEER 8 CT 16 OZ ALUMINUM BOTTLE 128 OZ,NEED TO INSPECT
23466,2021-08-10 01:30:41.000000,00078000011814,00078000011814,7-UP C 12PK 2/12 ZERO,00078000011814,7UP DIET ZERO SODA 2/12/12OZ CANS ,NEED TO INSPECT
23584,2021-08-10 01:52:00.000000,018200958458,018200255328,RITAS MANG-O-RITA 24/16 CAN 6/4,00018200255328,BUD LIGHT LIME MANG O RITA MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
23625,2021-08-10 01:41:29.000000,00085200020638,04099100000177,INTERMINGLE 56823 RED BLEND CAL,00085200020638,SUTTER HOME FRE ROSE 750ML BOTTLE,NEED TO INSPECT
23668,2021-08-10 01:47:48.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
23674,2021-08-10 01:51:40.000000,034100087302,034100087302,4/6/12NR REDD'S HARD APPLE PEACH,00034100087302,REDDS STRAWBERRY ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
23698,2021-08-10 01:07:05.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
23802,2021-08-10 01:43:57.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
23803,2021-08-10 01:43:57.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
23806,2021-08-10 01:53:41.000000,00602755006346,00602755006346,FSW           805  4/6CN,00602755006346,FIRESTONE WALKER 805 BLONDE ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
23828,2021-08-10 01:41:38.000000,00070310700570,00080432802656,SEAG WLDBERRY 24/11.2OZ NR,00080432802656,SEAGRAMS ESCAPES WILD BERRIES MALT BEVERAGE 1 CT 11 OZ LONG NECK BOTTLE 11.2 OZ,NEED TO INSPECT
23909,2021-08-10 01:21:48.000000,00611269991246,00611269991000,RB 8.4Z SINGLE,00611269991246,RED BULL - BEVERAGE ENERGY DRINK 8.4OZ TRAY,NEED TO INSPECT
23910,2021-08-10 01:01:15.000000,00851291006451,00851291006451,TRIM SMR GTAWY 6/4/16Z CAN,00851291006451,BEACH CLUB SERIES TRIMTAB BREWING -,NEED TO INSPECT
23952,2021-08-10 01:23:49.000000,00864451000305,00864451000305,WW CHERRY LIME 4/6/12 CAN,00864451000305,WICKED WEED BREWING BURST 6PACK WRAP 12OZ CAN,NEED TO INSPECT
23985,2021-08-10 01:27:17.000000,10883990661249,00883990661846,G2G VEGSTRWKIW 6 OZ 12 PET,10883990661249,GOOD 2 GROW KIWI STRAWBERRY JUICE 12/6OZ PET,NEED TO INSPECT
24022,2021-08-10 01:00:42.000000,034100175092,034100175092,MGD F12,00034100175092,MILLER GENUINE DRAFT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
24080,2021-08-10 01:17:37.000000,635985260448,00015643422850,750    FIRST PRESS NV RUBY RED ROSE,00635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
24138,2021-08-10 01:05:03.000000,00078000011814,00078000011814,7-UP C 12PK 2/12 ZERO,00078000011814,7UP DIET ZERO SODA 2/12/12OZ CANS ,NEED TO INSPECT
24160,2021-08-10 01:00:20.000000,071990100209,071990100209,12OZCAN18X1PK BANQUET,00071990100209,COORS BEER 18 CT 12 OZ CAN IN BOX 216 OZ,NEED TO INSPECT
24284,2021-08-10 01:47:55.000000,08068601240,08068601240,BASIL HAYDEN STRAIGHT BOURBON 6/CS  750M,00080686012405,GS25-BASIL HAYDEN 40% 6X0.75L,NEED TO INSPECT
24290,2021-08-10 01:44:27.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
24291,2021-08-10 01:44:27.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
