,DISTRIBUTOR_FDC_ID,DISTRIBUTOR_FTS_ID,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
14156,64641,64641,2021-08-10 01:05:46.000000,896599002354,,LAYER CAKE S BLANC MARLBOROUGH,00896599002354,HUNDRED ACRE FORTIFICATION,NEED TO INSPECT
14278,1250,1250,2021-08-10 01:56:43.000000,00072890001573,00072890001597,HEIN LT 2/12LN,00072890001573,HEINEKEN PREMIUM LIGHT LAGER BEER 12 CT 12 OZ GLASS BOTTLE IN BOX 144 OZ,NEED TO INSPECT
14279,1250,1250,2021-08-10 01:56:43.000000,00072890001573,00072890001597,HEIN LT 2/12LN,00072890001597,HEINEKEN PREMIUM LIGHT LAGER BEER 12 CT 12 OZ GLASS BOTTLE IN BOX 144 OZ,NEED TO INSPECT
14319,2334303,8051,2021-08-10 01:56:51.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603843,CHATEAU STE MICHELLE CHARDONNAY 12/750ML,NEED TO INSPECT
14320,2334303,8051,2021-08-10 01:56:51.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603846,CHATEAU STE MICHELLE CHARDONNAY COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
14344,13017,13017,2021-08-10 01:57:51.000000,00857918007283,00857918007283,NEW VARIETY 2/12 CAN 12OZ,00857918007283,2020 MIXED 12 PACK 12PK MIX 12OZ CANS,NEED TO INSPECT
14371,14091,14091,2021-08-10 01:47:02.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
14372,14091,14091,2021-08-10 01:47:02.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
14496,17968,43782,2021-08-10 01:41:17.000000,087692000105,087692000044,S/A ALPINE LAGER 4/6NR,00087692000105,SAMUEL ADAMS CARTON 4X6PK MOTHER SAMUEL ADAMS SEASONAL OVERLAY,NEED TO INSPECT
14497,17968,43782,2021-08-10 01:41:17.000000,087692000105,087692000044,S/A ALPINE LAGER 4/6NR,00087692000044,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS SEASONAL OVERLAY,NEED TO INSPECT
14527,12783,12783,2021-08-10 01:43:36.000000,85606500204,85606500204,DEEP EDDY VODKA  LT,00856065002042,DE SPIRITS LLC 1L BOTTLE - DEV,NEED TO INSPECT
14571,68059,68059,2021-08-10 01:47:30.000000,00611269991246,00611269991000,RB 8.4Z SINGLE,00611269991246,RED BULL - BEVERAGE ENERGY DRINK 8.4OZ TRAY,NEED TO INSPECT
14575,68059,68059,2021-08-10 01:47:02.000000,00611269423754,00611269716467,SF RB 12Z SINGLES,00611269423754,RED BULL - BEVERAGE SUGARFREE 12OZ TRAY,NEED TO INSPECT
14600,453,18006,2021-08-10 01:07:38.000000,034100175092,034100175092,MGD 2/12 LNNR,00034100175092,MILLER GENUINE DRAFT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
14607,467,467,2021-08-10 01:05:19.000000,022100001701,022100001701,2/12/12CN PABST,00022100001701,PABST BLUE RIBBON BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
14636,8720,8720,2021-08-10 01:46:01.000000,034100008840,034100008840,12/1/42NR ICEHOUSE (PLASTIC),00034100008840,ICEHOUSE BEER 1 CT 40 OZ GLASS BOTTLE 40 OZ,NEED TO INSPECT
14654,6604,6604,2021-08-10 01:45:55.000000,814891020487,814891020487,OLD NATION BOSS TWEED 6/4C/16OZ,00814891020487,BOSS TWEED DOUBLE IPA OLD NATION,NEED TO INSPECT
14690,13540,13540,2021-08-10 01:02:17.000000,062067051623,00815132010069,750    MASI AGRICOLA 19 VALPOLICELLA,00062067051623,LABATT BLUE BEER 1 CT 24 OZ CAN 24 OZ,NEED TO INSPECT
14691,93169,93169,2021-08-10 01:54:53.000000,071439452128,007143945712,R ROCK 2/12/12 BTL,00071439452128,ROLLING ROCK EXTRA PALE BEER 24 CT 12 OZ LONG NECK BOTTLE 288 OZ,NEED TO INSPECT
14740,8260,8260,2021-08-10 01:42:34.000000,00863408000191,00863408000191,SUNRIVER C 6/4/16 COCOA,00863408000191,COCOA COW CHOCOLATE MILK STOUT 16OZ CAN,NEED TO INSPECT
14754,19950,19950,2021-08-10 01:11:25.000000,00754527009946,00754527009946,NB VD HGR PLAN C24 12OZ 6P,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
14755,27386,27386,2021-08-10 01:01:32.000000,085246139431,085246139431,MAKERS MARK BOURBON 90 750ML,00085246139431,MMK BBN 750X6 45%  W/FLASK VAP,NEED TO INSPECT
14837,30260,30260,2021-08-10 01:22:03.000000,852587005080,852587005080,JACK BEARWALK 4/6/12 CAN,00852587005080,BEARWALKER MAPLE BROWN ALE,NEED TO INSPECT
14844,68059,68059,2021-08-10 01:21:52.000000,00611269917475,00611269818994,RB 12Z SINGLES,00611269917475,RED BULL - BEVERAGE ENERGY DRINK 12OZ TRAY,NEED TO INSPECT
14872,35845,35845,2021-08-10 01:20:12.000000,071990480066,7199048006,12OZ C24P KEY LT - SUIT,00071990480066,KEYSTONE LIGHT BEER 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
14928,16130,16130,2021-08-10 01:03:04.000000,080686042921,080686042921,KESSLER BLEND 80 12/10B 50ML,00080686042921,KES WHISKEY 50X120 40% 1C,NEED TO INSPECT
14968,13540,13540,2021-08-10 01:30:46.000000,071990170523,00084692418541,750    LOUIS JADOT 19 MACON VILLAGE,00071990170523,BLUE MOON BELGIAN WHITE WHEAT ALE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,NEED TO INSPECT
14976,9368,9368,2021-08-10 01:00:58.000000,635985100508,635985260394,MIKES WHT CLAW MANGO 12/19C,00635985260394,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
14982,16601,16601,2021-08-10 01:09:21.000000,00852510004265,00852510004265,3 SHEEPS CASHMERE 4/6,00852510004265,CASHMERE HAMMER NITRO RYE STOUT,NEED TO INSPECT
14991,196,196,2021-08-10 01:26:42.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
15008,541,541,2021-08-10 01:16:13.000000,00087692006572,00087692006862,SA TRULY BERR VAR 2/12C,00087692006572,TRULY TRAY 2X12PK SKINNY CAN TRULY COLIMA LIME,NEED TO INSPECT
15012,541,541,2021-08-10 01:36:35.000000,00087692009924,00087692009917,SA TRULY LEMN MIX 2/12C,00087692009917,TRULY WRAP 12X12OZ SLIM CAN TRULY VARIETY PACK VP LEMONADE,NEED TO INSPECT
15013,541,541,2021-08-10 01:36:35.000000,00087692009924,00087692009917,SA TRULY LEMN MIX 2/12C,00087692009924,TRULY TRAY 2X12PK CANS TRULY VARIETY PACK VP LEMONADE,NEED TO INSPECT
15047,16463,16463,2021-08-10 01:22:24.000000,00611269283112,00611269283105,RB PEACH 12Z SINGLES,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
15051,6218027,144834,2021-08-10 01:21:38.000000,00754527009946,00754527009946,NB VOO HIPLANE 4/6/12Z CAN,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
15054,6218027,144834,2021-08-10 01:21:24.000000,00611269423754,00611269716467,SF RB 12Z SINGLES,00611269423754,RED BULL - BEVERAGE SUGARFREE 12OZ TRAY,NEED TO INSPECT
15062,6604,6604,2021-08-10 01:14:14.000000,999999999993,857892001017,ARBOR TILTED EARTH WINTER 4/6C/12OZ-,00857892001017,ROTATING IPA CAN 6PK CARRIER,NEED TO INSPECT
15127,11082,11082,2021-08-10 01:02:46.000000,085246139462,085246139462,MAKERS MARK BOURBON 90 200ML,00085246139462,MMK BBN 200X24 45% JP,NEED TO INSPECT
15172,6214126,8231,2021-08-10 01:32:58.000000,859086004088,034100573409,LITE 18 PK CANS 18/12,00859086004088,HI-WIRE LAGER MOTHERBOX,NEED TO INSPECT
15218,68061,68061,2021-08-10 01:21:29.000000,00611269423754,00611269716467,SF RB 12Z SINGLES,00611269423754,RED BULL - BEVERAGE SUGARFREE 12OZ TRAY,NEED TO INSPECT
15235,11445,11445,2021-08-10 01:29:35.000000,00082000725701,00082000725695,SM ICE 12/24 LNNR,00082000725695,SMIRNOFF ICE MALT BEVERAGE 1 CT 24 OZ GLASS BOTTLE 24 OZ,NEED TO INSPECT
15236,11445,11445,2021-08-10 01:29:35.000000,00082000725701,00082000725695,SM ICE 12/24 LNNR,00082000725701,SMIRNOFF ICE MALT BEVERAGE 12 CT 24 OZ GLASS BOTTLE IN BOX 288 OZ,NEED TO INSPECT
15239,27,27,2021-08-10 01:21:52.000000,00071990095338,00071990095321,BM ICED COFFEE B24 12OZ 6P,00071990095321,BLUE MOON SEASONAL COLLECTION BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
15240,27,27,2021-08-10 01:21:52.000000,00071990095338,00071990095321,BM ICED COFFEE B24 12OZ 6P,00071990095338,BLUE MOON SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
15271,14091,14091,2021-08-10 01:10:05.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
15272,14091,14091,2021-08-10 01:10:05.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
15342,8288,8288,2021-08-10 01:34:13.000000,754527000233,754527000226,NEW BELG FAT TIRE 4/6 B,00754527000233,FAT TIRE AMBER ALE 6PK BTL,NEED TO INSPECT
15519,11031,11031,2021-08-10 01:33:47.000000,856662005521,856662005521,CIGAR CITY GUAYABERA 4/6/12OZ CAN,00856662005521,GUAYABERA CITRA PALE ALE 6 PACK BOX,NEED TO INSPECT
15544,7052,7052,2021-08-10 01:12:18.000000,88586603846,,CSM CHARD COLUMBIA VLY,00088586603843,CHATEAU STE MICHELLE CHARDONNAY 12/750ML,NEED TO INSPECT
15629,10000,10000,2021-08-10 01:13:53.000000,00754527011062,00754527011055,NB VD JCY HAZE C15 19.2OZ,00754527011062,NEW BELGIUM VOODOO RANGER JUICY HAZE IPA BEER 15 CT 19 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
15637,20,20,2021-08-10 01:33:56.000000,00018200961199,00018200189920,PLAT          2/12 NR,00018200189920,BUD LIGHT PLATINUM LAGER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
15638,20,20,2021-08-10 01:33:56.000000,00018200961199,00018200189920,PLAT          2/12 NR,00018200961199,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
15659,57,57,2021-08-10 01:37:04.000000,00704361121113,00704361990245,GL OHIO OATMEA 4/6 PK NR,00704361121113,GREAT LAKES SEASONAL – LEMON HEFE – OKTOBERFEST – SEAS SMASH IPA – CONWAY IRISH RED ALE 4/6/12OZ,NEED TO INSPECT
15660,57,57,2021-08-10 01:37:04.000000,00704361121113,00704361990245,GL OHIO OATMEA 4/6 PK NR,00704361990245,GREAT LAKES SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
15693,6214126,8231,2021-08-10 01:25:50.000000,082488127509,082488127004,BECKS NA 4/6 NR 24/12,00082488127509,HAAKE BECK NA MALT BEVERAGE 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
15694,6214126,8231,2021-08-10 01:25:50.000000,082488127509,082488127004,BECKS NA 4/6 NR 24/12,00082488127004,HAAKE BECK NA MALT BEVERAGE 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
15725,467,467,2021-08-10 01:52:58.000000,815829010068,815829010068,4/6/11.2NR AMERICAN VINTAGE CAYMAN JACK,00815829010068,CAYMAN JACK MARGARITA 4/6/11.2 OZ BOTTLE,NEED TO INSPECT
15820,8288,8288,2021-08-10 01:38:23.000000,754527000233,754527000226,NEW BELG FAT TIRE 4/6 B,00754527000233,FAT TIRE AMBER ALE 6PK BTL,NEED TO INSPECT
15850,7211,7211,2021-08-10 01:38:25.000000,018200000430,018200219863,BUD LIGHT 25OZ CAN 5 X 3PK,00018200000430,NATURAL LIGHT BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
15929,64641,64641,2021-08-10 01:06:59.000000,81584452621,,KJ VR CHARD SPL SEL,00081584452621,KENDALL JACKSON VINTNERS RESERVE SPECIAL SELECT CHARDONNAY 12/750ML,NEED TO INSPECT
15944,12783,12783,2021-08-10 01:02:05.000000,85601100405,85601100405,OLE SMOKY MOONSHINE   BLACKBERRY 6/CS  750ML,856011004052,OLE SMOKY TENNESSEE MOONSHINE BLACKBERRY 750ML,NEED TO INSPECT
15998,27090,27090,2021-08-10 01:31:37.000000,018200958465,018200229893,RITAS MANG-O-RITA 24/8 CAN 2/12,00018200229893,BUD LIGHT LIME MANG O RITA MALT BEVERAGE 12 CT 8 OZ CAN IN BOX 96 OZ,NEED TO INSPECT
16058,11468,11468,2021-08-10 01:29:35.000000,018200258787,018200258787,AB-NATDAD 6P/16Z C,00018200258787,NATTY DADDY LAGER BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
16124,7432,7432,2021-08-10 01:50:03.000000,00855721004413,00855721004413,MNB BLDORG BP 4/6/12C,00855721004413,BLOOD ORANGE BLIND PIRATE CAN 12OZ,NEED TO INSPECT
16191,6684,6684,2021-08-10 01:42:13.000000,00087692005063,00087692004905,TT PEACH CAN 12/24,00087692005063,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS REBEL JUICED,NEED TO INSPECT
16204,467,467,2021-08-10 01:47:08.000000,034100007805,034100007805,6/4/16CN REDD'S HARD APPLE,00034100007805,REDDS APPLE ALE BEER 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
16255,68059,68059,2021-08-10 01:47:05.000000,00611269546248,00611269546026,SF RB 20Z,00611269546248,RED BULL - BEVERAGE SUGARFREE 16OZ TRAY,NEED TO INSPECT
16256,68059,68059,2021-08-10 01:47:05.000000,00611269546248,00611269546026,SF RB 20Z,00611269546026,RED BULL - BEVERAGE SUGARFREE 16OZ EACH,NEED TO INSPECT
16339,20,20,2021-08-10 01:58:29.000000,00018200533495,00018200533495,BLT           24/12 PREPRINT,00018200533495,BUD LIGHT BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
16361,12783,12783,2021-08-10 01:44:11.000000,85606500201,85606500201,DEEP EDDY SWEET TEA VODKA  LT,00856065002011,DE SPIRITS LLC 1L BOTTLE - DESTV,NEED TO INSPECT
16524,11468,11468,2021-08-10 01:52:05.000000,018200169847,018200169847,AB-MULTRA PEAR 12PK CAN,00018200169847,MICHELOB ULTRA LIME CACTUS BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
16580,14091,14091,2021-08-10 01:44:22.000000,00635985260479,00635985260448,MIK WHT R GRAP 12-19.2 CAN,00635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
16622,57167,57167,2021-08-10 01:56:32.000000,754527009946,754527009946,NB VDR CAPTAIN DYNAMITE 4/6/12 CN,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
16635,7432,7432,2021-08-10 01:49:56.000000,00855721004321,00855721004321,MNB DUST BNY 4/6/12C,00855721004321,CLIP-ON SERIES 12OZ 6-PACK,NEED TO INSPECT
16713,12783,12783,2021-08-10 01:56:15.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
16731,13540,13540,2021-08-10 01:42:12.000000,083820104011,00083120000976,750    OAK LEAF NV SWEET RED,00083820104011,GUINNESS DRAUGHT BEER 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
16739,9368,9368,2021-08-10 01:01:00.000000,635985260455,635985260387,MIKES WHT CLAW BLKCHRY 12/19C,00635985260455,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 19 OZ CAN IN BOX 230.4 OZ,NEED TO INSPECT
16740,9368,9368,2021-08-10 01:01:00.000000,635985260455,635985260387,MIKES WHT CLAW BLKCHRY 12/19C,00635985260387,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
16760,14091,14091,2021-08-10 01:09:07.000000,00737530060043,00737530060043,SCH COFFEE STO 4-6-12 CAN,00737530060043,SCHLAFLY SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
16778,12783,12783,2021-08-10 01:01:38.000000,08068601240,08068601240,BASIL HAYDEN STRAIGHT BOURBON 6/CS  750ML,00080686012405,GS25-BASIL HAYDEN 40% 6X0.75L,NEED TO INSPECT
16853,6684,6684,2021-08-10 01:16:36.000000,00087692005063,00087692004905,TT PEACH CAN 12/24,00087692005063,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS REBEL JUICED,NEED TO INSPECT
16966,12783,12783,2021-08-10 01:01:39.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
16969,38546,38546,2021-08-10 01:11:28.000000,747301010115,747301003278,KY BBA ALE 6/4/12OZ,00747301003278,KENTUCKY ALE BOURBON BARREL 4 PAK,NEED TO INSPECT
16970,38546,38546,2021-08-10 01:11:28.000000,747301010115,747301003278,KY BBA ALE 6/4/12OZ,00747301010115,KENTUCKY ALE BOURBON BARREL CASE 6 - 4 PACKS,NEED TO INSPECT
16979,5322,5322,2021-08-10 01:25:02.000000,087692000426,087692008217,AO VARIETY 2/12/12 CN-2,00087692008217,ANGRY ORCHARD WRAP 12X12OZ ANGRY ORCHARD EXPLORER PACK VP,NEED TO INSPECT
16984,14091,14091,2021-08-10 01:10:02.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
16985,14091,14091,2021-08-10 01:10:02.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
16993,14091,14091,2021-08-10 01:13:28.000000,00737530060128,00737530060128,SCH TASMA IPA 4-6-12 CAN,00737530060128,SCHLAFLY SPECIAL RELEASE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
17045,8405,8405,2021-08-10 01:30:59.000000,00082000778219,00082000723851,SM ICE 4/6/12 BT,00082000723851,SMIRNOFF ICE MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
17095,12800,12800,2021-08-10 01:10:01.000000,,085200618743,S HOME CHARD 24C PET - CS24-187ML,00085200618743,SUTTER HOME CHARDONNAY 187 ML,NEED TO INSPECT
17163,2333522,8076,2021-08-10 01:56:25.000000,00018200961182,00018200189937,BL PLAT 4/6/12 LN,00018200189937,BUD LIGHT PLATINUM LAGER BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
17164,2333522,8076,2021-08-10 01:56:25.000000,00018200961182,00018200189937,BL PLAT 4/6/12 LN,00018200961182,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
17202,7146,7146,2021-08-10 01:52:11.000000,858770002447,858770002447,OMB COPPER 4/6/12 BTL,00858770002447,THE OLDE MECKLENBURG BREWERY COPPER ALTBIER - 6-12OZ PACK,NEED TO INSPECT
17212,2333807,8005,2021-08-10 01:56:44.000000,00018200283918,00018200200588,BL PLAT 3/8/16 CALNR,00018200200588,BUD LIGHT PLATINUM LAGER BEER 8 CT 16 OZ ALUMINUM BOTTLE 128 OZ,NEED TO INSPECT
17287,8152,8152,2021-08-10 01:57:11.000000,,00854458006141,MC NECCESSARY 24/12 4/6 CN,00854458006141,OKTOBERFEST 6 PACK,NEED TO INSPECT
17308,17088,17088,2021-08-10 01:45:06.000000,018200110368,001820000834,BUD 4/6/12 BT,00018200110368,BUDWEISER BEER 24 CT 12 OZ LONG NECK BOTTLE 288 OZ,NEED TO INSPECT
17389,12783,12783,2021-08-10 01:43:06.000000,85606500201,85606500201,DEEP EDDY SWEET TEA VODKA  LT,00856065002011,DE SPIRITS LLC 1L BOTTLE - DESTV,NEED TO INSPECT
17401,5322,5322,2021-08-10 01:49:52.000000,612620271113,612620271120,FH FROSTBITE 4/6/12 BTL S,00612620271120,FOOTHILLS SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
17402,5322,5322,2021-08-10 01:49:52.000000,612620271113,612620271120,FH FROSTBITE 4/6/12 BTL S,00612620271113,FOOTHILLS SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
17424,44218,44218,2021-08-10 01:46:51.000000,00754527009045,00754527009052,NB VD IPA 15/19.2 CAN,00754527009052,NEW BELGIUM VOODOO RANGER IPA BEER 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
17425,44218,44218,2021-08-10 01:46:51.000000,00754527009045,00754527009052,NB VD IPA 15/19.2 CAN,00754527009045,NEW BELGIUM VOODOO RANGER IPA BEER 15 CT 19 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
17444,33524,33524,2021-08-10 01:45:42.000000,00736920113901,00736920113895,GI GREEN LINE 4/6/12 BTL,00736920113901,GOOSE ISLAND 312 URBAN PALE ALE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
17478,20,20,2021-08-10 01:58:50.000000,00018200533082,00018200533082,BLT           18/12 NR,00018200533082,BUD LIGHT BEER 18 CT 12 OZ LONG NECK BTL IN BOX 216 OZ,NEED TO INSPECT
17538,8489,8489,2021-08-10 01:53:10.000000,012000813313,,13.7OZ NR FRAP VAN 1/12,00012000813313,STARBUCKS FRAPPUCCINO VANILLA COFFEE 13.7OZ BOTTLE,NEED TO INSPECT
17551,72,72,2021-08-10 01:54:55.000000,082000778264,082000757481,SM ICE SCRWDRVR 6NR,00082000757481,SMIRNOFF MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
17555,9,9,2021-08-10 01:44:37.000000,00018200283260,00018200200199,ULTRA PRICKLY 2-12/12 BTL,00018200200199,MICHELOB ULTRA LIME CACTUS BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
17565,11031,11031,2021-08-10 01:44:16.000000,819942003334,819942003044,OB CAN O BLISS IPA 6PK CAN,00819942003334,CAN-O-BLISS 12OZ NEW *USE*,NEED TO INSPECT
17580,72,72,2021-08-10 01:58:35.000000,082000778264,082000757481,SM ICE SCRWDRVR 6NR,00082000757481,SMIRNOFF MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
17614,221,221,2021-08-10 01:55:28.000000,018200005015,018200005015,BLT DFT 1/2 BBL,00018200005015,BUD LIGHT BEER 1 CT 1984 OZ KEG 1984 OZ,NEED TO INSPECT
17615,8152,8152,2021-08-10 01:49:31.000000,,00814559020613,YH WINTER 24/12 4/6 CN,00814559020613,YEE-HAW SEASONAL 6-PACK CARTON,NEED TO INSPECT
17752,125,125,2021-08-10 01:05:41.000000,00704361121113,00704361990245,GL IRISH ALE 4/6 PK NR,00704361990245,GREAT LAKES SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
17757,467,467,2021-08-10 01:34:12.000000,082000762003,082000762003,4/6/11.2NR SMIRNOFF ICE HURRICANE PUNCH,00082000762003,SMIRNOFF ICE PEACH BELLINI MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
17838,16832,16832,2021-08-10 01:51:25.000000,00853759000667,00853759000278,S/T 2X IPA 12 OZ NR 4/6,00853759000278,SOUTHERN TIER 2XIPA BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
17868,14998,14998,2021-08-10 01:05:03.000000,00078000011814,00078000011814,7-UP C 12PK 2/12 ZERO,00078000011814,7UP DIET ZERO SODA 2/12/12OZ CANS ,NEED TO INSPECT
17895,19084,19084,2021-08-10 01:00:20.000000,071990100209,071990100209,12OZCAN18X1PK BANQUET,00071990100209,COORS BEER 18 CT 12 OZ CAN IN BOX 216 OZ,NEED TO INSPECT
18073,19950,19950,2021-08-10 01:28:47.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
18080,42541,42541,2021-08-10 01:22:56.000000,00723830014060,00723830014060,LAG L SUMPN C24 12OZ 6P,00723830014060,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
18100,14998,14998,2021-08-10 01:07:13.000000,00632432333151,00632432333106,GUAYAKI C12/12 SPARK GOLD,00632432333151,GUAYAKI YERBA MATE CLASSIC GOLD SPARK 12/12OZ CANS,NEED TO INSPECT
18150,8260,8260,2021-08-10 01:14:19.000000,00085200104482,00085200104482,24/187 SUTTER HOME ROSE           RO,00085200104482,SUTTER HOME CALIFORNIA ROSE 6/4/187ML PLASTIC BOTTLES PET,NEED TO INSPECT
18183,7086,7086,2021-08-10 01:08:43.000000,099988671098,099988071089,FOLIE A DEUX MERLOT ALEXANDER VALLEY 12/750,00099988071089,MENAGE A TROIS ROSE 750 ML,NEED TO INSPECT
18196,33524,33524,2021-08-10 01:13:52.000000,00736920113901,00736920113895,GI GREEN LINE 4/6/12 BTL,00736920113901,GOOSE ISLAND 312 URBAN PALE ALE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
18207,57167,57167,2021-08-10 01:01:35.000000,754527009946,754527009946,NB VDR CAPTAIN DYNAMITE 4/6/12 CN,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
